B_T,H_A_per_m
1.8159318637274549,16533.06613226453
1.8164829659318638,16633.266533066133
1.8170340681362727,16733.466933867738
1.8175851703406813,16833.66733466934
1.8181362725450902,16933.867735470943
1.818687374749499,17034.068136272545
1.8192384769539078,17134.26853707415
1.8197895791583167,17234.46893787575
1.8203406813627254,17334.669338677355
1.8208917835671343,17434.86973947896
1.821442885771543,17535.07014028056
1.821993987975952,17635.270541082165
1.8225450901803608,17735.470941883766
1.8230961923847695,17835.67134268537
1.8236472945891784,17935.871743486976
1.824198396793587,18036.072144288577
1.824749498997996,18136.27254509018
1.825300601202405,18236.472945891783
1.8258517034068136,18336.673346693387
1.8264028056112225,18436.873747494992
1.8269539078156314,18537.074148296593
1.82750501002004,18637.274549098198
1.828056112224449,18737.4749498998
1.8286072144288577,18837.675350701404
